"tweet_id","user_description","filtered","text","hashtags"
23676,"Prof of Renal Med @ImperialCollege @ImperialNHS @womeninnephro exec. Moved by lupus nephritis,pregnancy & kidney disease, health inequity, kindness.Views my own",FALSE,"@aishaikh @frank_dor @gurchrandhawa @SinhaSanj @gratefull080504 @UniofOxford @OxfordVacGroup @OxfordRenalUnit… https://t.co/U8mnD5npqJ",NA
99384,"Freelance Health Writer 🧬 Fangirl of science/medicine/journalism. Blood type: coffee.",TRUE,"This will be me. On Tuesday. #CovidVaccine #ICantWaitToGetVaccinated 

 https://t.co/0IJ1WV1vry https://t.co/F2FWVwYPpH","'CovidVaccine', 'ICantWaitToGetVaccinated'"
59865,"The Nazis were arrogant bastards, just like Republicans and Trumpers, who thought they were Masters of the Universe, until they had their asses handed to them.",TRUE,"@fawfulfan I strongly encourage Republicans to stand by their principles and refuse the #CovidVaccine.

It’s totally obvious that God wants you to die or be impotent. Do your duty and die for God and Country.

I promise to visit your graves!

#COVID19 @SenRonJohnson @MarshaBlackburn @GOP https://t.co/ghTs20Psvx","'CovidVaccine', 'COVID19'"
18492,NA,TRUE,"Rose Webster here. RIP Ivana Trump 

""""She was found unconscious near a staircase in the home, the people said. The medical examiner’s office will determine an official cause of death.""""

Did she get a #safeandeffective #CovidVaccine? Perhaps it contributed? https://t.co/VEtouUqsRS","'safeandeffective', 'CovidVaccine'"
87607,"Lord of the Rings was a premonition

We must throw aside our racial and historical grievances

Recognise the good we all stand for

And oppose China's CCP",TRUE,"Ha I've been going on about this recently to family

Midgets don't need to wear masks, since they're always below the #COVID19 stream, which must begin about 4 1/2 foot

We've had to abandon logic and common sense to support a ridiculous narrative

#CovidVaccine #CCP #China https://t.co/wKK5OUtF3H","'COVID19', 'CovidVaccine', 'CCP', 'China'"
74518,"The Truth Must Come Out And Be Told. We Can Not Allow Our Freedom To Be Denied. We Are Fighting For Our Way Of Life.",TRUE,"FACT: There is no COVID vaccine available that has been granted FDA approval.  They're all ONLY available under designation for 'Emergency Use Authorization'.

And according to the Emergency Use Authorization statute, Americans have 'the option to accept or refuse"""" #CovidVaccine","'CovidVaccine'"
83979,"Q :What's Twitter ??

A: It's that bit of skin between your Twat and your Shitter !!",TRUE,"Ok iv been to Centennial Park Cemetery and apart from the odd fresh grave there's no rows of fresh graves being dug however I do believe America poisoned their own first #graves #covid #COVIDVACCINE https://t.co/HA9G8BDODU","'graves', 'covid', 'COVIDVACCINE'"
71667,"Mobile-first digital news platform. We are the signal over the noise! Write to us at editor@thequint.com.",TRUE,"⚡️ “Is India Facing a Shortage in #COVIDVaccine Supply? What We Know”

https://t.co/fYAXjHtD5P","'COVIDVaccine'"
97403,"mum of 2, Community nurse/wound care.
 Big interest in support for family/community carers.",TRUE,"Absolutely brilliant news. Finally some real hope.  All hands on deck now to get as many as possible vaccinated ove… https://t.co/hnI4umLNMT",NA
40729,"We're focused on making a difference to the quality of lives and health of the people in the city. We plan and buy health services for Portsmouth.",TRUE,"💉 You can walk in to Stamshaw and Tipner Community Centre between 11am and 4pm today (13 March) to get your first, second, or booster #covidvaccine - no appointment needed!

Full details: https://t.co/2cC5Dw8ps0 https://t.co/qpItU79RxB","'covidvaccine'"
40779,"Chair @WIMSummit| CEO @IMPACT4hc |@WomenInOnc Med Editor| #GIOnc @UIHealth |Medical News Contributor ✍🏽📺 | #OncologyOverdrive |#TwinMom | #WIMStrongerTogether",TRUE,"My 7yo just got her #flushot and said “That was so cool!” Now she is excitedly awaiting when she can get #covidvaccine","'flushot', 'covidvaccine'"
22480,"Simplying MVP development for your next startup!",TRUE,"ViralFacts #12. Amoebas turn out to be great places to seek out new viruses. They like to swallow big things and so serve as a kind of mixing bowl where viruses and bacteria can swap genes. #COVIDVaccine #stayhomestaysafe #gooutsafe #stayhome #Coronavirus #VaccinesWork https://t.co/OEo6lXKEOG","'COVIDVaccine', 'stayhomestaysafe', 'gooutsafe', 'stayhome', 'Coronavirus', 'VaccinesWork'"
50696,"Let's Go Noles! I love to read all the strange random thoughts of my favorite peeps out there. Using my talents for good not evil. Mostly. Prosthetist by day.",TRUE,"Putin allegedly gave the vaccine to his daughter. #CovidVaccine https://t.co/3X9S1RdORB","'CovidVaccine'"
84310,NA,TRUE,"https://t.co/i7cnQMWWS5

Please go to https://t.co/88NOMRbjWP and use the promo code NEWMAN to save up to 66% off!

#FrankSpeech #LindellTV #MyPillow #Covidvaccine  #DonaldJTrump #Trump #PresidentTrump #forcedvaccination #vaccinemandate #2020election #VoterFraud #alexnewman","'FrankSpeech', 'LindellTV', 'MyPillow', 'Covidvaccine', 'DonaldJTrump', 'Trump', 'PresidentTrump', 'forcedvaccination', 'vaccinemandate', '2020election', 'VoterFraud', 'alexnewman'"
43324,"PhD @UofT| Scientist |Science communicator| @ScienceUpFirst @COVID_19_Canada |Founder: @gradwriteslack| Advocate #EDI #BIPOC |Speaker 🇬🇾🇨 (she/her)",TRUE,"Really love this message from a neighborhood church.
Community &amp; faith leaders doing their part to encourage #publichealth safety by protecting our loved ones.
#CovidVaccine #COVID19 https://t.co/7QjUyT9LiW","'publichealth', 'CovidVaccine', 'COVID19'"
57458,NA,TRUE,"Omicron variant appears to 'evade'  protection from COVID vaccines, Fauci says https://t.co/oTlYnC358S via @nypost #Omicron #OmicronAlert #OmicronIsComing #OmicronVariant #CovidVaccine #VaccinesWork #vaccination #GetVaccinatedNow #GetVaccinated #GetVaxxed","'Omicron', 'OmicronAlert', 'OmicronIsComing', 'OmicronVariant', 'CovidVaccine', 'VaccinesWork', 'vaccination', 'GetVaccinatedNow', 'GetVaccinated', 'GetVaxxed'"
50575,"Blessed to live in the USA. Attorney at De Castroverde Law Group. Dream Team.",TRUE,"It is outrageous that Nevada is doing this bad with administering the #CovidVaccine. We are “second to last in the… https://t.co/TNXfk6XVdo","'CovidVaccine'"
16661,"⛹🏽‍♀️PE and Science teacher🧬 Gymnastics coach at Beth Tweddle Gymnastics🤸🏽‍♀️ Currently on supply seeking full time employment 🏫",TRUE,"Did you have side effects from the COVID-19 Vaccine? 💉 Please reply with your experiences 🦠

#COVID19 #COVIDVaccine… https://t.co/1SknSR2VhX","'COVID19', 'COVIDVaccine'"
26727,"Stay Safe",TRUE,"#Florida should show how #CovidVaccine works against #B117 #COVID19 https://t.co/xini2K4qxl","'Florida', 'CovidVaccine', 'B117', 'COVID19'"
80799,"New business dev. for @PATHtweets, based in Hanoi. @PRDU_York grad. Gender equality, public health, horses, cats, karaoke, Brit humour. Views my own. She/Her.",TRUE,"My grandmother, mum, and dad have all had the #COVIDvaccine now. I’m so relieved they are better protected (althoug… https://t.co/IN4Bm5wtea","'COVIDvaccine'"
95908,""""" people that elect corrupt politicians, imposters, thieves and traitors are not victims, but accomplices."""" -Orwell",TRUE,"@globalnews """"#Trudeau knew about problems with the deal to develop a #COVID-19 vaccine with a Chinese firm within d… https://t.co/m5xpid5cl4","'Trudeau', 'COVID'"
48434,"SARS-CoV-2 Researcher, NHS
Hon Research Fellow, Lund Uni
PhD Nutrition & Metabolism
Tweets: nutrition, health, (pseudo)science, academia, open science, activism",TRUE,"they keep harping on about FAKE risks, whilst ignoring the REAL risks. 

there are probably more vaccine injuries than we are aware of, but the risks of the #CovidVaccine are far outweighed by the benefits (as far as i can tell so far at least)","'CovidVaccine'"
32659,NA,TRUE,"#ScottyFromMarketing can't be trusted on so many issues of national importance.
From #BushFires to #CovidVaccine to #BiloelaFamily

And just look at the way this bludger holds a beer.
He's not worthy of being our Prime Mister.

#sQomo https://t.co/OqZQIlYNAm","'ScottyFromMarketing', 'BushFires', 'CovidVaccine', 'BiloelaFamily', 'sQomo'"
27868,"24. my tweets are my own.",TRUE,"yall are ingesting a product where the makers are exempt from responsibility if said product injures anybody. whens the last time you weren't able to sue a company if they injured you with their product? if u get sick from any food you can sue? but not the vax? #CovidVaccine","'CovidVaccine'"
